#,Plastic,Biomass,% Plastic,% Biomass,C (%),H (%),O (%),N (%),S (%),ASH (%),MC (%),VM (%),AIR (Kg/h),ER,FC (%),TEMPERATURE (°C),H2 (%),CO (%),CO2 (%),CH4 (%),N2 (%),Mass Flow Rate (Kg/h),Volumetric Flow Rate (m3/h),Gas Yield (Nm3/Kg),LHV (MJ/Nm3),H2/CO
192,PE,Durian Shell,2.919,97.081,61.0593,8.5497,27.3122,2.9768,0.102,6.5108,4.2694,72.8304,218.8779,0.2803,16.3894,761.4769,17.9021,21.6114,4.7799,2.6167,53.0609,273.2136,257.1827,2.571827,5.5932418,0.828363734
193,PET,Cotton Husk,39.2452,60.7548,55.0194,6.803,37.314,0.8635,0,1.7133,3.7261,84.5635,244.4759,0.3686,9.9971,796.7055,12.1193,20.3258,8.4632,1.5582,57.5314,304.1916,261.9426,2.619426,4.4277708,0.596252054
194,PE,Banana Stems,76.9858,23.0142,75.159,9.8731,14.4868,0.3502,0.1309,0.8187,2.1299,94.3337,278.0773,0.2526,2.7177,935.4541,24.609,27.6191,0.4318,1.4028,45.9117,357.4274,372.323,3.72323,6.639981,0.891013827
195,PP,Cotton Husk,16.8142,83.1858,56.3122,9.3149,33.207,1.1659,0,2.3459,4.989,81.6334,326.0052,0.4291,11.0317,940.3132,14.0924,17.1044,6.859,0.1468,61.7965,368.9208,325.1822,3.251822,3.729688,0.82390496
196,PP,Banana Stems,67.9188,32.0812,70.6105,11.1502,17.9765,0.2628,0,1.1413,2.969,91.7831,405.7797,0.381,4.1066,672.927,12.0634,18.2856,5.5056,4.0764,60.0627,467.8137,414.9624,4.149624,5.066184,0.659721311
197,PU,Safflower Seed,75.8541,24.1459,61.782,7.946,26.2327,3.9102,0.129,0.3396,2.7345,89.1942,241.5341,0.2881,7.7317,831.793,19.2581,27.344,2.4912,1.8528,49.023,319.1755,308.5729,3.085729,6.1885212,0.704289789
198,PET,Sorghum Bagasse,98.8597,1.1403,62.2401,4.3827,33.3444,0.0312,0.0016,0.0692,0.3106,94.4164,316.4194,0.4423,5.2038,673.8145,4.8326,20.2787,10.8256,2.5037,61.5566,396.8059,315.5218,3.155218,3.9733616,0.238309162
199,PS,Sorghum Bagasse,29.7314,70.2686,74.8305,8.5999,16.4149,0.0562,0.0984,4.326,6.3477,79.3434,265.5097,0.2748,9.9829,651.998,11.6314,16.0482,6.6376,4.803,60.8489,304.4535,267.8559,2.678559,4.9977384,0.724779103
200,PE,Coffee Husk,23.1987,76.8013,52.6376,7.369,39.9052,0.0487,0.0394,1.7407,7.1719,81.1258,249.3878,0.401,9.9616,817.3163,11.8372,17.7348,9.4714,1.1613,59.7838,300.6188,256.0831,2.560831,3.9287478,0.667456075
201,PP,Pistachio Soft Shell,58.7435,41.2565,69.045,10.4298,19.8073,0.7179,0,8.0533,4.105,81.3636,419.7251,0.4491,6.4781,833.5686,12.8054,18.1907,5.5615,1.1074,62.3333,469.9984,414.0821,4.140821,4.0714606,0.703953119
202,PET,Cotton Stem,53.3395,46.6605,55.9068,5.1281,38.311,0.5478,0.1063,2.1768,6.9054,77.7722,166.6823,0.2817,13.1456,958.9388,15.4614,28.7728,5.9865,0.2549,49.491,230.7328,207.5132,2.075132,5.3864582,0.537361675
203,PET,Coconut Shell,74.4378,25.5622,58.0403,4.7699,37.1185,0.0713,0,0.9714,3.8117,90.168,211.8733,0.3334,5.0489,903.09,12.9223,31.1065,4.8006,0.6631,50.5067,291.2143,257.5727,2.575727,5.5524172,0.415421214
204,PU,DDGS,78.9457,21.0543,62.8652,8.0461,24.4208,4.365,0.3029,2.5929,2.2873,91.3507,252.2068,0.2983,3.7691,812.4888,18.5038,28.3856,1.897,2.2064,48.942,335.037,323.0613,3.230613,6.3648872,0.651872781
205,PET,Coffee Husk,1.4509,98.5491,42.8506,6.1846,50.9644,0.0004,0,2.2336,9.2058,75.7101,186.4202,0.4357,12.8505,657.1015,4.833,6.8918,19.6062,2.3186,66.3472,227.8508,172.4469,1.724469,2.2203896,0.701268174
206,PU,Spirulina Sp.,52.0714,47.9286,53.0225,7.2399,34.0016,5.3743,0.3617,0.9487,3.0679,87.0313,287.7832,0.4238,8.9521,992.3521,12.541,19.4052,7.1287,0.0316,60.8113,343.3898,297.2404,2.972404,3.810796,0.646270072
207,PU,Soybean Cake,20.6768,79.3232,57.9178,6.9264,26.8828,8.2379,0.0352,4.101,26.3007,61.3817,147.9369,0.2673,8.2166,722.0487,15.7421,25.7618,4.0161,3.5624,50.9034,201.9206,187.5135,1.875135,6.2214728,0.611063668
208,PP,Soy Peel,38.6075,61.3925,60.6865,9.4609,28.072,1.7806,0,4.4331,6.9599,82.8948,326.3048,0.4096,5.7122,949.9438,16.2911,21.1596,4.6694,0.2538,57.6252,382.191,349.7359,3.497359,4.5164088,0.76991531
209,PP,Chlorella Vulgaris,83.5012,16.4988,80.0395,12.6373,5.5908,1.6416,0.0907,0.3177,1.5135,95.0809,485.1494,0.3738,3.0879,923.1832,19.7129,23.3214,1.5792,0.8188,54.5551,563.5402,548.1572,5.481572,5.36062,0.845270867
210,PU,Olive Pomace,33.3386,66.6614,59.2147,6.9012,32.0316,1.7277,0.1249,3.2713,5.1379,84.6749,300.6685,0.4228,6.9159,691.8619,8.1719,17.6045,9.5151,2.7338,61.9443,362.4464,299.9458,2.999458,4.0794326,0.464193814
211,PU,Cotton Stem,42.9551,57.0449,56.025,7.0001,34.3181,2.4539,0.203,2.6612,8.5629,75.3905,215.5626,0.3308,13.3854,981.2055,16.3387,23.0459,5.7383,0.1169,54.7079,269.7121,245.0271,2.450271,4.7102132,0.708963416
212,PET,Soy Peel,52.263,47.737,53.9947,5.4636,39.1412,1.4005,0,3.447,5.5216,84.0744,187.1144,0.3226,6.957,981.2892,15.4069,29.0489,5.3576,0.1627,50.0233,256.7371,231.6195,2.316195,5.3823532,0.530378087
213,PS,Açaí Seed,42.5074,57.4926,65.7357,7.2951,26.5204,0.4489,0,8.2547,5.3181,81.4311,253.0161,0.3285,4.9961,809.3392,15.2759,27.8767,3.028,1.9276,51.8895,325.0244,299.8646,2.998646,5.8523422,0.54798093
214,PP,Sorghum Stalk,46.6886,53.3114,64.313,10.1204,23.9425,0.6936,0.9304,2.7008,5.3393,80.3331,353.2378,0.3923,11.6268,912.4313,16.2515,19.2921,4.8128,0.4796,59.0002,402.7652,368.3209,3.683209,4.3576634,0.842391445
215,PS,Cotton Stem,72.0361,27.9639,78.6084,7.8089,13.2004,0.3185,0.0637,1.4486,4.0713,88.2322,322.7851,0.308,6.2479,866.8246,16.6865,28.9229,0.8721,1.6615,51.8443,403.0949,382.5845,3.825845,6.0412444,0.576930391
