# ID,Inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,Outputs,,,,,,,,,,,,Other,
# ,Feedstock information,,,,Ultimate Analysis,,,,,Proximate Analysis,,,,Lignocellulosic Composition,,,Gasifier Conditions and Information,,,,,,,,,,,Gas Composition,,,,,,,,Yield and Process Efficiency,,,,Other information and notes,
,Type,Shape,Particle size [mm],LHV [MJ/kg wb],C [%daf],H [%daf],N [%daf],S [%daf],O [%daf],Ash [%db],Moisture [%wb],Volatile Matter [%db],Fixed carbon  [%db],Cellulose [%db],Hemicellulose [%db],Lignin [%db],Temperature [ï¿½C],Operation (Batch/Continuous),Operating Pressure [kPa],Residence time [min],Steam/Biomass [wt/wt],ER,Gasifying agent,Reactor Type,Bed material,Catalyst,Scale,N2 [vol.% db],H2 [vol.% db],CO [vol.% db],CO2 [vol.% db],CH4 [vol.% db],C2Hn [vol.% db],LHV [MJ/Nm3 db],Tar [g/Nm3 db],Gas yield [Nm3/kg wb],Char yield [g/kg wb],CGE [%] (wb),CCE [%] (wb),Reference,Notes
261,thistles,non-uniform,5,12.30,40.80,5.50,0.30,0.00,53.40,15.11,10.00,67.44,17.44,-,-,-,750.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,51.50,22.00,18.50,7.00,1.00,12.10,44.66,0.79,145.16,77.41,46.65,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
262,thistles,non-uniform,5,12.30,40.80,5.50,0.30,0.00,53.40,15.11,10.00,67.44,17.44,-,-,-,700.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,53.00,18.00,18.50,6.00,4.50,12.40,68.35,0.60,164.26,60.84,32.16,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
263,thistles,non-uniform,5,12.30,40.80,5.50,0.30,0.00,53.40,15.11,10.00,67.44,17.44,-,-,-,650.00,continuous,slightly above atmospheric (1.1atm),-,0.80,0.00,steam,fluidised bed,silica sand,-,bench-scale,0.00,53.00,17.50,18.00,9.00,2.50,13.10,86.30,0.56,221.56,59.40,31.04,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282","Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; Gas, tar, and char yield converted to appropriate units "
264,wood residue,particles,1.75,18.54,50.26,6.72,0.16,0.20,42.66,0.36,5.01,81.81,17.83,43.50,19.50,33.00,700.00,batch,-,40.00,1.00,0.00,steam,fluidised bed,silica sand,-,laboratory scale,0.00,41.50,24.50,21.50,9.00,3.50,10.83,17.50,1.32,-,77.12,73.58,"Fremaux, Energy Convers. Manag. 2015, 91, 427-432",Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; CGE AND CCE calculated using equations  - some values seem unrealistically high (even >100%)
265,wood residue,particles,1.75,18.54,50.26,6.72,0.16,0.20,42.66,0.36,5.01,81.81,17.83,43.50,19.50,33.00,800.00,batch,-,40.00,1.00,0.00,steam,fluidised bed,silica sand,-,laboratory scale,0.00,51.00,19.00,17.00,13.00,0.00,13.45,15.50,1.55,-,112.47,-,"Fremaux, Energy Convers. Manag. 2015, 91, 427-432",Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; CGE AND CCE calculated using equations  - some values seem unrealistically high (even >100%)
266,wood residue,particles,1.75,18.54,50.26,6.72,0.16,0.20,42.66,0.36,5.01,81.81,17.83,43.50,19.50,33.00,900.00,batch,-,40.00,1.00,0.00,steam,fluidised bed,silica sand,-,laboratory scale,0.00,59.00,-,-,-,0.00,13.72,12.50,1.66,-,122.87,-,"Fremaux, Energy Convers. Manag. 2015, 91, 427-432",Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; CGE AND CCE calculated using equations  - some values seem unrealistically high (even >100%)
267,wood residue,particles,1.75,18.54,50.26,6.72,0.16,0.20,42.66,0.36,5.01,81.81,17.83,43.50,19.50,33.00,900.00,batch,-,40.00,0.50,0.00,steam,fluidised bed,silica sand,-,laboratory scale,0.00,58.00,-,-,-,0.00,13.12,15.00,1.36,-,96.26,-,"Fremaux, Energy Convers. Manag. 2015, 91, 427-432",Feedstock Oxygen content calculated by difference; Feedstock LHV converted to wet basis; Proximate analysis converted to dry basis; CGE AND CCE calculated using equations  - some values seem unrealistically high (even >100%)
268,pine wood,pellets,-,18.60,51.29,5.81,0.20,0.10,42.60,0.43,8.00,84.13,15.43,-,-,-,700.00,continuous,-,-,-,0.00,steam,dual fluidised bed,silica sand,-,100 kW,0.00,23.56,42.41,19.37,14.66,0.00,13.16,12.70,0.49,-,34.99,37.03,"Zhang, Fuel 2017, 188, 628-635",Gas yield converted to wb; LHV of syngas estimated from composition; CCE and CGE estimated using equation
269,pine wood,pellets,-,18.60,51.29,5.81,0.20,0.10,42.60,0.43,8.00,84.13,15.43,-,-,-,750.00,continuous,-,-,-,0.00,steam,dual fluidised bed,silica sand,-,100 kW,0.00,26.32,42.11,16.84,14.74,0.00,13.44,11.90,0.51,-,37.08,36.93,"Zhang, Fuel 2017, 188, 628-635",Gas yield converted to wb; LHV of syngas estimated from composition; CCE and CGE estimated using equation
270,pine wood,pellets,-,18.60,51.29,5.81,0.20,0.10,42.60,0.43,8.00,84.13,15.43,-,-,-,800.00,continuous,-,-,-,0.00,steam,dual fluidised bed,silica sand,-,100 kW,0.00,26.98,44.97,13.76,14.29,0.00,13.72,10.40,0.59,-,43.44,41.84,"Zhang, Fuel 2017, 188, 628-635",Gas yield converted to wb; LHV of syngas estimated from composition; CCE and CGE estimated using equation
271,palm shells,particles,15,16.19,52.21,5.95,0.65,0.01,41.18,7.50,0.00,71.00,21.50,-,-,-,850.00,continuous,-,6.00,0.60,0.00,steam,rotary kiln,-,-,pilot-scale,0.00,40.36,24.08,21.68,12.19,1.70,12.78,-,0.74,219.00,58.74,42.02,"Iovane, BIOMASS BIOENERG 2013, 56, 423-431",Gas yield converted to wb; LHV of syngas estimated from composition; CCE and CGE estimated using equation
272,palm shells,particles,15,16.19,52.21,5.95,0.65,0.01,41.18,7.50,0.00,71.00,21.50,-,-,-,850.00,continuous,-,6.00,0.70,0.00,steam,rotary kiln,-,-,pilot-scale,0.00,39.40,23.50,23.10,11.30,2.70,12.88,-,0.72,217.00,57.25,40.71,"Iovane, BIOMASS BIOENERG 2013, 56, 423-431",Gas yield converted to wb; LHV of syngas estimated from composition; CCE and CGE estimated using equation
273,palm shells,particles,15,16.19,52.21,5.95,0.65,0.01,41.18,7.50,0.00,71.00,21.50,-,-,-,850.00,continuous,-,6.00,1.00,0.00,steam,rotary kiln,-,-,pilot-scale,0.00,52.20,22.10,19.50,6.00,0.20,10.69,-,0.86,212.00,56.97,40.13,"Iovane, BIOMASS BIOENERG 2013, 56, 423-431",Gas yield converted to wb; LHV of syngas estimated from composition; CCE and CGE estimated using equation
274,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,5.50,83.16,16.21,-,-,-,820.00,continuous,-,-,0.58,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,39.36,21.98,28.27,7.99,2.40,11.31,-,0.81,-,80.90,94.50,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
275,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,6.50,83.16,16.21,-,-,-,820.00,continuous,-,-,0.59,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,34.23,20.42,34.83,8.11,2.40,10.61,-,0.67,-,71.10,92.60,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
276,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,7.50,83.16,16.21,-,-,-,820.00,continuous,-,-,0.59,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,28.83,17.82,42.84,8.21,2.30,9.67,-,0.54,-,61.50,92.70,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
277,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,8.50,83.16,16.21,-,-,-,880.00,continuous,-,-,0.58,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,39.42,24.85,26.25,7.98,1.50,11.15,-,0.93,-,86.80,96.90,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
278,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,9.50,83.16,16.21,-,-,-,880.00,continuous,-,-,0.58,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,34.20,23.20,33.10,8.10,1.40,10.36,-,0.75,-,73.20,95.60,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
279,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,10.50,83.16,16.21,-,-,-,880.00,continuous,-,-,0.55,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,28.13,20.12,41.44,8.51,1.80,9.70,-,0.60,-,65.70,95.60,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
280,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,11.50,83.16,16.21,-,-,-,880.00,continuous,-,-,0.55,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,25.10,19.40,46.30,8.50,0.70,8.62,-,0.51,-,53.50,93.70,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
281,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,12.50,83.16,16.21,-,-,-,930.00,continuous,-,-,0.05,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,31.10,40.20,19.60,8.40,0.70,11.86,-,0.74,-,66.60,92.20,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
282,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,13.50,83.16,16.21,-,-,-,930.00,continuous,-,-,0.38,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,33.47,29.79,27.31,8.04,1.39,11.09,-,0.78,-,71.00,97.50,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
283,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,14.50,83.16,16.21,-,-,-,930.00,continuous,-,-,0.58,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,39.20,29.80,22.60,7.80,0.60,11.15,-,1.05,-,91.70,97.40,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
284,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,15.50,83.16,16.21,-,-,-,930.00,continuous,-,-,0.58,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,33.63,24.52,32.43,7.91,1.50,10.46,-,0.78,-,76.20,97.70,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
285,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,16.50,83.16,16.21,-,-,-,930.00,continuous,-,-,0.55,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,29.17,22.18,38.46,8.19,2.00,10.07,-,0.66,-,70.50,96.50,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
286,industrial wood pellets,-,1.25,17.43,52.93,6.07,0.11,0.00,40.89,0.64,17.50,83.16,16.21,-,-,-,930.00,continuous,-,-,0.55,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,24.82,21.02,45.25,8.31,0.60,8.67,-,0.58,-,59.20,96.60,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
287,almond shell,-,1.25,17.81,51.78,5.35,0.22,0.00,42.65,0.88,9.40,80.02,19.09,-,-,-,930.00,continuous,-,-,0.62,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,38.10,26.00,28.40,6.90,0.60,10.23,-,0.87,-,75.50,98.70,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
288,almond shell,-,1.25,17.81,51.78,5.35,0.22,0.00,42.65,0.88,9.40,80.02,19.09,-,-,-,930.00,continuous,-,-,0.62,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,31.53,23.02,37.34,7.51,0.60,9.36,-,0.70,-,64.70,98.70,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
289,almond shell,-,1.25,17.81,51.78,5.35,0.22,0.00,42.65,0.88,9.40,80.02,19.09,-,-,-,930.00,continuous,-,-,0.62,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,25.10,21.10,45.90,7.40,0.50,8.32,-,0.54,-,52.60,98.70,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
290,olive stone,-,1.25,16.07,51.97,5.90,0.21,0.00,41.93,1.13,0.30,78.40,20.47,-,-,-,930.00,continuous,-,-,0.78,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,38.70,26.30,27.60,6.60,0.80,10.34,-,0.91,-,73.20,97.90,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
291,olive stone,-,1.25,17.07,51.97,5.90,0.21,0.00,41.93,1.13,1.30,78.40,20.47,-,-,-,930.00,continuous,-,-,0.75,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,31.83,22.39,37.95,7.13,0.70,9.24,-,0.71,-,60.90,97.70,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
292,olive stone,-,1.25,18.07,51.97,5.90,0.21,0.00,41.93,1.13,2.30,78.40,20.47,-,-,-,930.00,continuous,-,-,0.78,0.00,steam,fluidised bed,LD slag,LD slag,1.5 kW_th,0.00,24.40,19.30,48.10,7.60,0.60,8.15,-,0.51,-,48.40,97.50,"Condori, Fuel Processing Technology 2021, 222, 106963.",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; LHV of syngas estimated from composition
293,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,5.13,65.78,8.36,-,-,-,750.00,-,-,20.00,0.00,0.15,air,quartz tube,-,-,laboratory scale,-,21.70,27.30,29.60,16.40,0.00,11.60,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
294,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,6.13,65.78,8.36,-,-,-,750.00,-,-,20.00,0.00,0.25,air,quartz tube,-,-,laboratory scale,-,21.70,26.30,31.10,16.00,0.00,11.40,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
295,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,7.13,65.78,8.36,-,-,-,750.00,-,-,40.00,0.00,0.15,air,quartz tube,-,-,laboratory scale,-,22.00,28.20,29.30,15.70,0.00,11.60,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
296,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,8.13,65.78,8.36,-,-,-,750.00,-,-,40.00,0.00,0.25,air,quartz tube,-,-,laboratory scale,-,23.30,27.20,28.50,16.30,0.00,11.80,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
297,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,9.13,65.78,8.36,-,-,-,750.00,-,-,20.00,0.00,0.15,air,quartz tube,-,-,laboratory scale,-,22.40,28.30,29.10,15.10,0.00,11.40,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
298,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,10.13,65.78,8.36,-,-,-,750.00,-,-,20.00,0.00,0.25,air,quartz tube,-,-,laboratory scale,-,21.20,26.10,31.10,16.20,0.00,11.40,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
299,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,11.13,65.78,8.36,-,-,-,750.00,-,-,40.00,0.00,0.15,air,quartz tube,-,-,laboratory scale,-,23.20,26.00,30.20,15.10,0.00,11.20,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
300,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,12.13,65.78,8.36,-,-,-,750.00,-,-,40.00,0.00,0.25,air,quartz tube,-,-,laboratory scale,-,23.30,28.10,29.10,14.70,0.00,11.30,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
301,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,13.13,65.78,8.36,-,-,-,850.00,-,-,20.00,0.00,0.15,air,quartz tube,-,-,laboratory scale,-,28.10,31.40,23.10,13.20,0.00,11.70,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
302,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,14.13,65.78,8.36,-,-,-,850.00,-,-,20.00,0.00,0.25,air,quartz tube,-,-,laboratory scale,-,29.20,31.70,21.30,13.00,0.00,11.80,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
303,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,15.13,65.78,8.36,-,-,-,850.00,-,-,40.00,0.00,0.15,air,quartz tube,-,-,laboratory scale,-,28.30,32.20,22.20,13.40,0.00,11.90,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
304,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,16.13,65.78,8.36,-,-,-,850.00,-,-,40.00,0.00,0.25,air,quartz tube,-,-,laboratory scale,-,30.80,31.50,21.20,12.80,0.00,11.90,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
305,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,17.13,65.78,8.36,-,-,-,850.00,-,-,20.00,0.00,0.15,air,quartz tube,-,-,laboratory scale,-,34.20,33.80,18.00,10.20,0.00,11.60,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
306,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,18.13,65.78,8.36,-,-,-,850.00,-,-,20.00,0.00,0.25,air,quartz tube,-,-,laboratory scale,-,34.50,32.50,19.10,10.20,0.00,11.40,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
307,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,19.13,65.78,8.36,-,-,-,850.00,-,-,40.00,0.00,0.15,air,quartz tube,-,-,laboratory scale,-,34.40,34.00,17.70,10.70,0.00,11.80,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
308,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,20.13,65.78,8.36,-,-,-,850.00,-,-,40.00,0.00,0.25,air,quartz tube,-,-,laboratory scale,-,36.30,34.40,16.20,9.30,0.00,11.60,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
309,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,21.13,65.78,8.36,-,-,-,700.00,-,-,30.00,0.00,0.20,air,quartz tube,-,-,laboratory scale,-,22.10,27.20,30.00,15.10,0.00,11.40,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
310,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,22.13,65.78,8.36,-,-,-,900.00,-,-,30.00,0.00,0.20,air,quartz tube,-,-,laboratory scale,-,42.10,34.30,14.40,6.50,0.00,11.20,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
311,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,23.13,65.78,8.36,-,-,-,800.00,-,-,30.00,0.00,0.20,air,quartz tube,-,-,laboratory scale,-,24.50,27.30,28.20,15.10,0.00,11.50,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
312,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,24.13,65.78,8.36,-,-,-,800.00,-,-,30.00,0.00,0.20,air,quartz tube,-,-,laboratory scale,-,25.30,27.10,28.10,15.10,0.00,11.50,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
313,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,25.13,65.78,8.36,-,-,-,800.00,-,-,10.00,0.00,0.20,air,quartz tube,-,-,laboratory scale,-,24.00,26.45,29.00,15.60,0.00,11.50,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
314,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,26.13,65.78,8.36,-,-,-,800.00,-,-,50.00,0.00,0.20,air,quartz tube,-,-,laboratory scale,-,24.60,26.40,29.40,15.30,0.00,11.50,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
315,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,27.13,65.78,8.36,-,-,-,800.00,-,-,30.00,0.00,0.10,air,quartz tube,-,-,laboratory scale,-,24.50,28.20,27.30,15.40,0.00,11.70,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
316,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,28.13,65.78,8.36,-,-,-,800.00,-,-,30.00,0.00,0.35,air,quartz tube,-,-,laboratory scale,-,22.20,27.00,30.80,16.10,0.00,11.50,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
317,municipal solid waste,-,0.95,23.17,58.11,6.97,0.83,0.98,33.11,25.86,29.13,65.78,8.36,-,-,-,800.00,-,-,30.00,0.00,0.20,air,quartz tube,-,-,laboratory scale,-,24.30,27.10,29.30,15.30,0.00,11.50,-,-,-,-,-,"Jamro, Journal of Environmental Management 2023, 328, 117014",Average particle size was estimated; Feedstock LHV estimated from composition; Proximate analysis converted to dry basis
318,sewage sludge,-,1.17,13.25,52.06,8.22,6.64,1.89,31.18,42.59,6.33,52.03,5.38,-,-,-,800.00,continuous,-,280.00,0.00,0.41,air,bubbling fluidised bed,olivine,olivine,bench-scale,52.61,16.75,11.63,16.38,2.62,0.01,4.05,0.01,2.00,165.90,61.23,62.42,"Jeong, Renewable Energy 2022, 185, 208ï¿½216",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; Gas yield calculated from given CGE
319,sewage sludge,-,1.17,13.25,52.06,8.22,6.64,1.89,31.18,42.59,6.33,52.03,5.38,-,-,-,800.00,continuous,-,225.00,0.00,0.33,air,bubbling fluidised bed,olivine,olivine,bench-scale,50.09,18.75,11.90,15.81,3.43,0.02,4.71,0.00,1.76,181.70,62.60,57.36,"Jeong, Renewable Energy 2022, 185, 208ï¿½216",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; Gas yield calculated from given CGE
320,sewage sludge,-,1.17,13.25,52.06,8.22,6.64,1.89,31.18,42.59,6.33,52.03,5.38,-,-,-,800.00,continuous,-,242.00,0.00,0.35,air,bubbling fluidised bed,olivine,olivine,bench-scale,51.51,18.60,10.83,16.10,2.95,0.01,4.40,0.01,1.84,173.00,61.10,57.64,"Jeong, Renewable Energy 2022, 185, 208ï¿½216",Average particle size was estimated; Ultimate analysis converted to daf basis; Proximate analysis converted to dry basis; Gas yield calculated from given CGE
